"Address","Zip","District","TotalComplaintRecs","SevereConditions","DisplacementNotices","EvictionNotices","OpenUnresolved","NoHeatComplaints","NoWaterComplaints","SewageComplaints","PermitMatch","TotalPermits","Demolitions","ECA_Exemptions","Add_Alterations","New_Construction","ChangeOfUse","HousingUnitsRemoved","HousingUnitsAdded","OwnerOccClaims","FirstSevereDate","FirstDisplacementDate","FirstDemoPermitDate","LastPermitDate","SevereBeforeDemo","DispNearDemo","YearsActive","Typology"
"420 E HARRISON ST","98102","3","3","2","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","2018 JUL 28 12:00:00 AM","","","","0","0","2018;2020","Other"
"4009 42ND AVE S","98118","2","2","2","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","2012 JAN 05 12:00:00 AM","","","2012-01-09","0","0","2012","Other"
"2319 N 64TH ST","98103","6","2","2","0","0","0","0","0","0","1","2","1","0","0","1","0","0","0","0","2005 JUN 06 12:00:00 AM","","2006-05-01","2006-05-01","1","0","2005","SevereBeforeDemo"
"11309 CORLISS AVE N","98133","5","11","2","2","1","0","0","0","0","1","9","1","0","1","1","0","0","0","0","2014 JUN 09 12:00:00 AM","2017 OCT 19 12:00:00 AM","2020-03-13","2020-03-13","1","0","2011;2014;2017;2018;2019","RedevelopDisplacer|SevereBeforeDemo"
"3815 S GRAHAM ST","98118","2","8","2","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","2008 JUN 24 12:00:00 AM","","","","0","0","2008;2011;2014","Other"
"6401 LATONA AVE NE","98115","6","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2016 AUG 15 12:00:00 AM","","","","0","0","2016","Other"
"9001 8TH AVE SW","98106","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2016 JAN 15 12:00:00 AM","","","","0","0","2008;2009;2016","Other"
"2522 14TH AVE S","98144","2","3","2","0","0","0","0","0","2","1","18","0","0","9","0","0","0","0","0","2024 JUL 10 12:00:00 AM","","","2016-09-09","0","0","2016;2024","Other"
"5206 SW CHARLESTOWN ST","98116","1","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2025 MAR 27 12:00:00 AM","","","","0","0","2025","Other"
"3034 27TH AVE W","98199","7","8","2","0","0","0","0","0","0","1","3","1","0","0","1","0","0","0","0","2014 AUG 06 12:00:00 AM","","2022-03-01","2022-03-01","1","0","2005;2012;2013;2014","SevereBeforeDemo"
"4201 FREMONT AVE N","98103","6","10","2","0","0","0","0","0","0","1","4","0","0","3","0","0","0","0","0","2004 OCT 11 12:00:00 AM","","","2012-06-14","0","0","2004;2007;2008;2013;2020;2022;2025","Other"
"2701 HARBOR AVE SW","98126","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2010 OCT 26 12:00:00 AM","","","","0","0","2010;2017","Other"
"12226 7TH AVE NW","98177","5","2","2","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","2019 JAN 14 12:00:00 AM","","","2019-01-18","0","0","2019","Other"
"3047 23RD AVE W","98199","7","6","2","0","0","1","0","0","0","1","11","0","3","4","0","0","0","0","0","2024 FEB 02 12:00:00 AM","","","2024-08-15","0","0","2018;2019;2024","Other"
"3636 FRANCIS AVE N","","6","30","2","0","0","3","0","0","0","1","3","0","0","2","0","0","0","0","0","2019 JAN 11 12:00:00 AM","","","2021-05-20","0","0","2019;2020;2021;2022;2023;2024","Other"
"4568 33RD AVE S","98118","2","12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2012 SEP 17 12:00:00 AM","","","","0","0","2004;2008;2012;2013;2014;2018;2021","Other"
"109 22ND AVE","98122","3","24","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2014 SEP 19 12:00:00 AM","","","","0","0","2012;2014;2015;2016;2017;2018;2020;2021;2022;2024","Other"
"2319 BOYER AVE E","98112","3","3","2","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","2015 AUG 10 12:00:00 AM","","","2011-12-16","0","0","2013;2015","Other"
"2460 NE NORTHGATE WAY","98125","5","5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2019 APR 02 12:00:00 AM","2017 FEB 01 12:00:00 AM","","","0","0","2015;2017;2019;2022","Other"
"8601 14TH AVE S","98108","1","8","2","2","0","0","0","0","0","1","3","0","1","1","0","0","0","0","0","2004 JUN 07 12:00:00 AM","2004 JUN 07 12:00:00 AM","","2017-06-30","0","0","2004;2009;2012;2015","Other"
"1253 17TH AVE E","98112","3","2","2","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","2006 APR 12 12:00:00 AM","","","2017-12-01","0","0","2006","Other"
"339 16TH AVE E","98112","3","16","2","0","0","1","0","0","0","1","5","1","0","0","1","0","0","0","0","2012 OCT 19 12:00:00 AM","","2014-01-29","2014-02-13","1","0","2006;2012;2014;2017","SevereBeforeDemo"
"315 1ST AVE W","98119","7","8","2","0","0","2","1","0","0","1","4","0","1","2","0","0","0","0","0","2023 AUG 30 12:00:00 AM","","","2024-12-19","0","0","2014;2016;2023;2024;2025","Other"
"1601 EASTLAKE AVE E","98102","3","9","2","0","0","0","0","0","0","1","4","1","0","1","0","0","0","0","0","2017 DEC 11 12:00:00 AM","","2025-01-14","2025-06-26","1","0","2009;2011;2017;2018;2019;2024","SevereBeforeDemo"
"2615 37TH AVE SW","98126","1","3","2","0","0","0","0","2","0","1","5","0","0","2","0","0","0","0","0","2009 JUN 22 12:00:00 AM","","","2025-04-02","0","0","2009","Other"
"7826 LAKE CITY WAY NE","98115","4","3","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2016 DEC 08 12:00:00 AM","2023 FEB 23 12:00:00 AM","","","0","0","2016;2023","Other"
"2908 E CHERRY ST","98122","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2005 JUL 21 12:00:00 AM","","","","0","0","2005;2007","Other"
"1200 S DEARBORN ST","98144","2","7","2","0","0","0","0","0","1","1","29","1","4","8","4","0","0","0","0","2009 AUG 20 12:00:00 AM","","2015-06-29","2015-06-29","1","0","2009;2010;2015;2021","SevereBeforeDemo"
"1124 NEWPORT WAY","98122","3","15","2","2","0","0","0","0","3","1","5","0","1","2","0","0","0","0","0","2015 DEC 29 12:00:00 AM","2015 APR 29 12:00:00 AM","","2022-07-11","0","0","2004;2005;2007;2009;2015;2017","Other"
"12551 1ST AVE NW","98177","5","3","2","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","2016 AUG 02 12:00:00 AM","","","2016-08-08","0","0","2016;2025","Other"
"1517 BOYLSTON AVE","98122","3","19","2","3","0","2","2","0","1","1","10","0","0","4","0","0","0","0","0","2015 SEP 11 12:00:00 AM","2015 OCT 05 12:00:00 AM","","2019-08-19","0","0","2007;2015;2017;2018;2019;2020;2021","Other"
"11024 56TH AVE S","98178","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2006 FEB 13 12:00:00 AM","","","","0","0","2006","Other"
"615 SUMMIT AVE E","98102","3","3","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2025 AUG 07 12:00:00 AM","","","","0","0","2016;2025","Other"
"8139 RAINIER AVE S","98118","2","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2017 AUG 31 12:00:00 AM","","","","0","0","2016;2017","Other"
"5506 NE 70TH ST","98115","4","2","2","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","2015 MAR 26 12:00:00 AM","","","2016-11-21","0","0","2015","Other"
"10035 38TH AVE NE","98125","5","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2013 OCT 22 12:00:00 AM","","","","0","0","2013","Other"
"6310 16TH AVE NE","98115","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2006 OCT 03 12:00:00 AM","","","","0","0","2006","Other"
"4806 S MORGAN ST","98118","2","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2023 OCT 25 12:00:00 AM","","","","0","0","2023","Other"
"421 W ROY ST","98119","7","10","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2019 DEC 18 12:00:00 AM","","","","0","0","2010;2017;2018;2019;2023;2025","Other"
"1428 N 52ND ST","98103","6","4","2","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","2006 OCT 24 12:00:00 AM","","","2016-05-26","0","0","2006;2019","Other"
"4319 SW TRENTON ST","98136","1","2","2","0","0","0","0","0","0","1","3","0","1","0","1","0","0","0","0","2014 JUN 05 12:00:00 AM","","","2012-10-19","0","0","2014","Other"
"1305 N 77TH ST","98103","6","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2017 MAR 01 12:00:00 AM","","","","0","0","2010;2017","Other"
"6238 25TH AVE NE","98115","4","2","2","0","0","0","0","0","0","1","2","0","0","2","0","0","0","0","0","2016 JUN 17 12:00:00 AM","","","2007-04-13","0","0","2016","Other"
"4334 32ND AVE W","98199","6","12","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2007 APR 25 12:00:00 AM","","","","0","0","2007;2010;2013;2014;2019;2025","Other"
"4805 S OTHELLO ST","98118","2","2","2","0","0","0","2","0","0","1","1","0","0","1","0","0","0","0","0","2015 DEC 23 12:00:00 AM","","","2013-12-19","0","0","2015","Other"
"712 SUMMIT AVE E","98102","3","4","2","1","0","3","0","0","0","1","4","0","0","2","0","0","0","0","0","2023 JUL 23 12:00:00 AM","2023 JUN 12 12:00:00 AM","","2023-09-27","0","0","2023","Other"
"2136 6TH AVE W","98119","7","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2024 APR 19 12:00:00 AM","","","","0","0","2023;2024","Other"
"9621 57TH AVE S","98118","2","11","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2016 DEC 28 12:00:00 AM","","","","0","0","2010;2012;2016","Other"
"5604 17TH AVE NE","98105","4","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2010 NOV 08 12:00:00 AM","","","","0","0","2005;2007;2010;2011;2017;2019","Other"
"1515 N 38TH ST","98103","4","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2005 FEB 08 12:00:00 AM","","","","0","0","2005;2007;2011","Other"
"5237 UNIVERSITY WAY NE","98105","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2015 DEC 24 12:00:00 AM","","","","0","0","2015;2016","Other"
"726 S ELMGROVE ST","98108","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2015 JUL 22 12:00:00 AM","","","","0","0","2014;2015","Other"
"6748 EARL AVE NW","98117","6","2","2","0","0","0","0","0","0","1","3","0","0","2","0","0","0","0","0","2004 AUG 31 12:00:00 AM","","","2017-03-13","0","0","2004","Other"
"2410 DEXTER AVE N","98109","7","6","2","1","0","1","0","0","0","1","2","0","0","1","0","0","0","0","0","2019 NOV 20 12:00:00 AM","2019 NOV 20 12:00:00 AM","","2019-11-27","0","0","2019;2020","Other"
"7006 28TH AVE NE","98115","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2018 MAR 14 12:00:00 AM","","","","0","0","2018","Other"
"5002 35TH AVE NE","98105","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2006 AUG 23 12:00:00 AM","","","","0","0","2006;2015;2025","Other"
"1605 NE 63RD ST","98115","4","7","2","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","2006 OCT 10 12:00:00 AM","","","2011-08-15","0","0","2006;2008;2009","Other"
"8819 14TH AVE S","98108","1","10","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2010 JUN 01 12:00:00 AM","","","","0","0","2010;2019;2020;2021;2024","Other"
"8400 5TH AVE NE","98115","4","4","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2020 SEP 22 12:00:00 AM","","","","0","0","2020;2025","Other"
"2438 5TH AVE W","98119","7","4","2","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","2019 OCT 08 12:00:00 AM","","","","0","0","2019;2023","Other"
"4200 11TH AVE NE","98105","4","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2017 DEC 07 12:00:00 AM","","","","0","0","2017;2018;2020","Other"
"5628 NE 59TH ST","98105","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2017 NOV 01 12:00:00 AM","","","","0","0","2017","Other"
"5428 GREEN LAKE WAY N","98103","6","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2013 OCT 03 12:00:00 AM","","","","0","0","2011;2013;2015;2017","Other"
"10601 55TH AVE S","98178","2","7","2","0","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0","2020 JUN 30 12:00:00 AM","","","2006-12-27","0","0","2006;2012;2019;2020;2022;2024","Other"
"2758 NW 65TH ST","98117","6","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2022 OCT 06 12:00:00 AM","","","","0","0","2022","Other"
"3901 S ANGEL PL","98118","2","4","2","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","2016 DEC 16 12:00:00 AM","","","2017-04-09","0","0","2014;2016","Other"
"4821 43RD AVE S","98118","2","3","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","2008 JUL 15 12:00:00 AM","","","","0","0","2008;2024","Other"
"13410 GREENWOOD AVE N","98133","5","12","2","2","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","2004 APR 21 12:00:00 AM","2024 AUG 22 12:00:00 AM","","","0","0","2004;2007;2008;2009;2020;2022;2024;2025","Other"
"6519 16TH AVE NE","98115","4","5","2","1","1","0","1","0","2","1","4","2","0","0","1","0","0","0","0","2015 FEB 03 12:00:00 AM","2015 FEB 25 12:00:00 AM","2017-10-11","2021-03-12","1","0","2005;2015;2018","RedevelopDisplacer|SevereBeforeDemo"
"420 17TH AVE E","98112","3","2","2","0","0","1","0","0","0","1","2","0","0","1","0","0","0","0","0","2024 SEP 19 12:00:00 AM","","","2024-12-17","0","0","2024","Other"
"10032 47TH AVE SW","98146","1","8","2","0","0","0","0","0","0","1","10","1","1","0","2","0","0","0","0","2009 FEB 26 12:00:00 AM","","2007-06-28","2019-07-03","0","0","2006;2007;2009;2010;2019","Other"
"3847 23RD AVE W","98199","6","4","2","1","0","1","2","0","0","1","6","1","0","0","1","0","0","0","0","2022 NOV 14 12:00:00 AM","2024 DEC 18 12:00:00 AM","2025-01-17","2025-01-17","1","1","2021;2022;2024","RedevelopDisplacer|SevereBeforeDemo"
"8406 26TH AVE SW","98106","1","2","2","0","0","0","0","0","0","1","4","0","0","2","0","0","0","0","0","2017 DEC 07 12:00:00 AM","","","2022-03-01","0","0","2017","Other"
"2840 NW 72ND ST","98117","6","2","2","0","0","0","0","2","0","1","3","1","0","0","1","0","0","0","0","2018 JAN 22 12:00:00 AM","","2017-12-26","2017-12-26","0","0","2018","Other"
"11221 PALATINE AVE N","98133","5","6","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2014 JUN 09 12:00:00 AM","","","","0","0","2010;2014","Other"
"1215 SENECA ST","98101","3","15","2","1","1","2","0","0","1","1","16","0","0","9","0","0","0","0","0","2011 JUL 25 12:00:00 AM","2018 JUN 14 12:00:00 AM","","2018-04-26","0","0","2011;2012;2014;2016;2017;2018;2021;2023;2025","Other"
"5251 11TH AVE NE","98105","4","12","2","0","0","4","0","0","0","1","11","2","0","2","2","0","0","0","0","2017 OCT 17 12:00:00 AM","","2019-08-17","2021-07-21","1","0","2017;2018;2019;2020;2021","SevereBeforeDemo"
"1720 E OLIVE WAY","98102","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2015 JAN 06 12:00:00 AM","","","","0","0","2015","Other"
"7323 20TH AVE NW","98117","6","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2025 OCT 14 12:00:00 AM","","","","0","0","2025","Other"
"6410 PHINNEY AVE N","98103","6","7","2","4","0","1","0","0","0","1","2","0","0","2","0","0","0","0","0","2024 FEB 08 12:00:00 AM","2024 FEB 08 12:00:00 AM","","2013-11-02","0","0","2023;2024","Other"
"12563 17TH AVE NE","98125","5","2","2","0","0","0","2","0","0","1","1","0","0","1","0","0","0","0","0","2015 NOV 24 12:00:00 AM","","","2007-07-20","0","0","2015","Other"
"1315 E REPUBLICAN ST","98102","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2009 FEB 18 12:00:00 AM","","","","0","0","2009","Other"
"4861 WEST MARGINAL WAY SW","98106","1","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2020 NOV 13 12:00:00 AM","","","","0","0","2004;2020;2021","Other"
"1818 N 50TH ST","98103","6","12","2","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","2011 JUL 12 12:00:00 AM","","","2024-11-18","0","0","2004;2005;2006;2011;2017;2024","Other"
"8036 9TH AVE NW","98117","6","4","2","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","2004 NOV 03 12:00:00 AM","","","2011-06-29","0","0","2004;2005","Other"
"7909 7TH AVE SW","98106","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2013 AUG 19 12:00:00 AM","","","","0","0","2013","Other"
"1117 N 85TH ST","98103","6","7","2","1","0","1","0","2","0","1","3","1","0","0","1","0","0","0","0","2004 NOV 18 12:00:00 AM","2006 MAR 15 12:00:00 AM","2006-09-29","2006-09-29","1","1","2004;2005;2006;2020","RedevelopDisplacer|SevereBeforeDemo"
"5401 BAKER AVE NW","98107","6","22","2","1","1","3","0","0","0","1","7","1","0","0","1","0","0","0","0","2007 JUL 11 12:00:00 AM","2022 DEC 05 12:00:00 AM","","","0","0","2006;2007;2010;2011;2014;2021;2022;2025","RedevelopDisplacer"
"11517 5TH AVE NE","98125","5","4","2","0","0","2","0","0","0","1","2","0","0","1","0","0","0","0","0","2025 OCT 13 12:00:00 AM","","","2022-11-03","0","0","2021;2024;2025","Other"
"6023 SW ADMIRAL WAY","98116","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2014 AUG 04 12:00:00 AM","","","","0","0","2014","Other"
"4505 UNIVERSITY WAY NE","98105","4","2","2","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","2018 FEB 03 12:00:00 AM","","","2022-03-30","0","0","2018","Other"
"1502 E LYNN ST","98112","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2015 AUG 10 12:00:00 AM","","","","0","0","2015","Other"
"3109 SW AVALON WAY","98126","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2014 NOV 12 12:00:00 AM","","","","0","0","2014","Other"
"12222 DENSMORE AVE N","98133","5","13","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2016 JAN 06 12:00:00 AM","","","","0","0","2004;2008;2009;2012;2016;2022;2023;2024","Other"
"8357 28TH AVE NW","98117","6","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2008 JUN 23 12:00:00 AM","","","","0","0","2008;2009","Other"
"7513 39TH AVE NE","98115","4","4","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2017 AUG 04 12:00:00 AM","","","","0","0","2017;2023","Other"
"520 TERRY AVE","98104","2","19","2","2","2","6","3","0","0","0","0","0","0","0","0","0","0","0","0","2019 JUN 05 12:00:00 AM","2019 AUG 12 12:00:00 AM","","","0","0","2019;2020;2022;2023;2024","UtilityLever"
"6833 47TH AVE NE","98115","4","2","2","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","2017 OCT 16 12:00:00 AM","","","2017-11-15","0","0","2017","Other"
"1528 E SPRUCE ST","98122","3","2","2","0","0","0","0","0","0","1","4","0","0","2","0","0","0","0","0","2015 DEC 17 12:00:00 AM","","","2018-11-02","0","0","2015","Other"
"1803 S HORTON ST","98144","2","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2015 APR 03 12:00:00 AM","","","","0","0","2015;2025","Other"
"8307 54TH AVE S","98118","2","5","2","0","0","1","0","0","0","1","2","0","0","1","0","0","0","0","0","2017 JUN 20 12:00:00 AM","","","2017-05-18","0","0","2017;2018","Other"
"2525 30TH AVE S","98144","2","2","2","0","0","0","0","0","0","1","13","0","0","6","0","0","0","0","0","2016 APR 25 12:00:00 AM","","","2016-07-15","0","0","2016;2017","Other"
"1812 E PIKE ST","98122","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2013 AUG 01 12:00:00 AM","","","","0","0","2013","Other"
"2822 PATTEN PL W","98199","7","4","2","0","0","0","0","0","0","1","2","0","1","1","0","0","0","0","0","2008 JUL 09 12:00:00 AM","","","2013-11-12","0","0","2008;2010","Other"
"2502 NW 92ND ST","98117","6","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2004 APR 09 12:00:00 AM","","","","0","0","2004","Other"
"5253 S FONTANELLE PL","98118","2","2","2","0","0","0","0","0","2","1","2","0","1","1","0","0","0","0","0","2004 MAR 12 12:00:00 AM","","","2008-03-06","0","0","2004","Other"
"9314 RENTON AVE S","98118","2","11","2","1","0","5","0","0","0","1","18","2","0","0","5","0","0","0","0","2021 JUN 11 12:00:00 AM","2020 AUG 24 12:00:00 AM","2021-04-12","2021-04-12","1","1","2015;2018;2019;2020;2021;2024","RedevelopDisplacer|SevereBeforeDemo"
"4108 SUNNYSIDE AVE N","98103","4","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2013 JUL 15 12:00:00 AM","","","","0","0","2013;2017","Other"
"8441 ISLAND DR S","98118","2","4","2","0","0","0","0","0","0","1","2","0","1","1","0","0","0","0","0","2011 JAN 12 12:00:00 AM","","","2011-09-27","0","0","2011","Other"
