RECORDNUM,ADDRESS,ZIP,DISTRICT,OPENDATE,OPENYEAR,STATUS,LASTINSPRESULT,RECORDTYPE,CATEGORIES,HIT_PHRASES,HAS_PERMIT_OVERLAP,DESCRIPTION_SNIPPET
"007956-21CP","4123 PHINNEY AVE N","98103","6","2021 SEP 23 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT|WORK_WITHOUT_PERMIT","DEMOLITION|NO PERMIT","YES","DEMOLITION WORK (HISTORIC GARAGE AT REAR OF PROPERTY) WITH APPARENTLY NO PERMIT. SIGNIFICANT GRADING AND CUTTING AT PROPERTY LINE. NO TESC PROTOCOLS WITH RAIN COMING, ON A HILL. CUT DOWN TREE, UNSURE IF PERMITTED. REMOVED RETAINING WALL AT NORTHERN P"
"007973-21CP","2005 13TH AVE W","98119","7","2021 SEP 23 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","UNINHABITABLE","IMMINENT HAZARD","YES","ISSUE WITH RETAINING WALL LOTS OF CRACKS COULD BECOME A HAZARD"
"008015-21CP","1621 S BENNETT ST","98108","2","2021 SEP 26 12:00:00 AM","2021","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","CONSTRUCTION WITHOUT PERMIT","YES","CONSTRUCTION WITHOUT PERMIT. THE OWNER IS BUILDING A STRUCTURE ADDITION OUTSIDE OF THE ROOF, CREATING A NEW ROOM."
"008030-21CP","7941 M L KING JR WAY S","98118","2","2021 SEP 14 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","PER CSB: UNPERMITTED REBUILD OF BURNED OUT HOUSE - BURNED, BEING REBUILT WITH NO PERMITS"
"008042-21CP","3234 35TH AVE W","98199","6","2021 SEP 27 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","PER ONLINE; ADDING A SECOND FLOOR ON BACK OF HOUSE WITHOUT A PERMIT"
"008083-21CP","10525 3RD AVE NW","98177","5","2021 SEP 28 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","NO DUST MITIGATION USED DURING DEMOLITION, THOUGH HOSES ARE VISIBLE."
"008090-21CP","4220 S WILLOW ST","98118","2","2021 SEP 27 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","REMODELING A SFR WITHOUT A PERMIT AND INSPECTIONS"
"008096-21CP","2202 SW THISTLE ST","98106","1","2021 SEP 28 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","MOLD_MOISTURE|WORK_WITHOUT_PERMIT","WATER DAMAGE|CONSTRUCTION WITHOUT PERMIT","YES","PER ONLINE; BUILDING CONSTRUCTION WITHOUT PERMIT.  APPEARS TO BE RAISING THE LEVEL OF THE YARD WHICH MIGHT CAUSE WATER DAMAGE TO THE NEIGHBOURING PROPERTY"
"008108-21CP","2202 SW THISTLE ST","98106","1","2021 SEP 28 12:00:00 AM","2021","CLOSED","","REQUEST","WORK_WITHOUT_PERMIT","CONSTRUCTION WITHOUT PERMIT","YES","CONSTRUCTION WITHOUT PERMIT. BLOCKING THE ROAD SOME DAYS WITHOUT ANY PAPERWORK. SAW A STOP SIGN AT THE GATE FOR WORK BUT WORK SEEMS TO BE STILL GOING."
"008129-21CP","7939 RENTON AVE S","98118","2","2021 SEP 29 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","UTILITIES_CUT|WORK_WITHOUT_PERMIT","NO WATER|NO PERMIT","YES","DOING CONSTRUCTION WITH A PERMIT THERE IS A FAIRLY LARGE HOLE DUG UP IN THE YARD THAT LOOKS TO BE A HAZARD ALSO WATER IS FLOWING DOWN THE STREET MAY CAUSE FLOODING IN THE AREA"
"008132-21CP","3713 BELVIDERE AVE SW","","1","2021 SEP 29 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","PESTS","ROACH","YES","REMODELLING THE SECOND FLOOR FRONT PORCH. IT LOOKS LIKE IT IS ENCHROACHING ON FRONT YARD SETBACK."
"008221-21CP","225 S LUCILE ST","98108","1","2021 OCT 01 12:00:00 AM","2021","UNDER INVESTIGATION","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","REMODELING A COMMERCIAL BUILDING WITHOUT A PERMIT OR INSPECTIONS"
"008255-21CP","6002 30TH AVE NE","98115","4","2021 OCT 03 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","PESTS","ROACH","YES","THIS COMPLAINT IS FOR PROPERTY LOCATED AT 6002 30TH AVE NE. I AM THE OWNER OF THE ADJACENT PROPERTY AT 3006 NE 60TH ST. WE HAVE AN ENCROACHMENT AGREEMENT FOR PERMIT 6814626-CN. OUR PROPERTY WAS EXPECTED TO BE RESTORED BY SEPTEMBER 9TH. IT HAS NOT YET"
"008393-21CP","2911 2ND AVE","98121","7","2021 OCT 06 12:00:00 AM","2021","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLISH","YES","MY UNIT'S STRUCTURAL WALLS HAVE BEEN DEMOLISHED BY HOA WITHOUT FIRST OBTAINING A DEMOLITION PERMIT"
"008438-21CP","3215 37TH PL S","98144","2","2021 OCT 05 12:00:00 AM","2021","CLOSED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT|WORK_WITHOUT_PERMIT","DEMOLISH|WITHOUT A PERMIT","YES","DEMOLISHING A SFR IN A STEEP SLOPE ECA  WITHOUT A PERMIT, WITHOUT INSPECTIONS AND WITHOUT REQUIRED RAT ABATEMENT."
"008443-21CP","6255 PALATINE AVE N","98103","6","2021 OCT 08 12:00:00 AM","2021","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","THE TENANT APPEARS TO HAVE MADE ALTERATIONS TO THE DWELLING WITHOUT A PERMIT. IT APPEARS HE CREATED A BEDROOM THAT LACKS A SMOKE DETECTOR, CODE COMPLIANT WINDOW EGRESS. HE ALSO APPEARS TO HAVE INSTALLED AN ELECTRICAL OUTLET. THE TENANT ALSO TOLD ME T"
"008462-21CP","1317 REPUBLICAN ST","98109","7","2021 OCT 09 12:00:00 AM","2021","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLISH","YES","NEW TENANTS ARE DEMOLISHING THE ENTIRE INTERIOR AND I CAN'T FIND ANY RECORDS OF PERMITS TO DO ANY OF THIS WORK."
"008463-21CP","4810 28TH AVE S","98108","2","2021 OCT 09 12:00:00 AM","2021","CLOSED","","REQUEST","WORK_WITHOUT_PERMIT","UNPERMITTED","YES","DECK EXTENDED INTO BACK YARD. APPEARS TO BE UNPERMITTED, IN VIOLATION OF SETBACK REQUIREMENTS, AND LIKELY WITHIN A STEEP SLOPE ENVIRONMENTALLY CRITICAL AREA. WORK BEING DONE BY J.A.P FENCE AND DECKS UBI NO: 604638864."
"008490-21CP","2200 S LUCILE ST","","2","2021 OCT 11 12:00:00 AM","2021","UNDER INVESTIGATION","","REQUEST","WORK_WITHOUT_PERMIT","UNPERMITTED","YES","PROPERTY OWNER HAS BUILT OUT AN UNPERMITTED ADU IN THE FORMER GARAGE SPACE. PROPERTY OWNER DOES NOT LIVE ON THE PROPERTY."
"008511-21CP","1323 1ST AVE N","98109","7","2021 OCT 11 12:00:00 AM","2021","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","UNPERMITTED","YES","UNPERMITTED RETAINING WALL TERRACES ON THE SLOPE IN AN ECA AREA"
"008553-21CP","10015 20TH AVE NE","98125","5","2021 OCT 12 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","CONCERNED ABOUT CONSTRUCTION TAKING PLACE, DIGGING TEARING UP CONCRETE NEAR THORNTON CREEK - NO PERMITS"
"008554-21CP","4738 7TH AVE NE","98105","4","2021 OCT 12 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","REMODELING AND FOUNDATION WORK BEING DONE WITHOUT A PERMIT"
"008558-21CP","7321 12TH AVE NE","98115","4","2021 OCT 12 12:00:00 AM","2021","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLISH","YES","1) SIDE SEWER CONTRACTOR REMOVED NEIGHBOR'S (NORTH SIDE) FENCE AND DAMAGED NEIGHBOR'S YARD WITHOUT EXPLICIT PERMISSION NOR PLAN FOR REFURBISHMENT.  2) DEMOLITION CONTRACTOR DEMOLISHED RESIDENCE WITH WHOLE REFRIGERATOR IN PREMISES, LIKELY RELEASING HF"
"008565-21CP","635 13TH AVE E","98102","3","2021 OCT 13 12:00:00 AM","2021","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLISH","YES","PERMIT NUMBER 6721105-DM AT 635 13TH AVE E. IS DEMOLISHING BUILDINGS WITHOUT PRESOAKING TO AVOID TOXIC DUST BEING RELEASED INTO THE AIR. THE HOUSES THEY ARE DEMOLISHING ARE KNOWN TO BE CONTAMINATED WITH ASBESTOS AND ARE OVER 80 YEARS OLD. THEY DID NO"
"008580-21CP","635 13TH AVE E","98102","3","2021 OCT 13 12:00:00 AM","2021","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","THE WORKERS HAVE NOT WET THE BUILDING. THEY DID NOT WET IT PRIOR TO DEMOLITION, AND THEY HAVE ONLY SPRAYED IT LIGHTLY AND INTERMITTENTLY DURING DEMOLITION. I LIVE ACROSS FROM THIS SITE WITH MY TWO YOUNG CHILDREN. THE BUILDINGS ARE FILLED WITH TOXIC D"
"008677-21CP","1622 SUNSET AVE SW","98116","1","2021 OCT 15 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","UNPERMITTED","YES","PER ONLINE; UNPERMITTED GROUND DISTURBANCE AND GRADING IS ENDANGERING NEIGHBORING PROPERTIES.  EXCAVATION IS VERTICAL, NOT SLOPED AT ALL.  GRADING FROM WEST END TO THE EAST END OF THE LOT IS ABOUT 8 FEET IN HEIGHT.  PERMIT APPLICATION STATES THERE WO"
"008679-21CP","14303 SUNNYSIDE AVE N","98133","5","2021 OCT 15 12:00:00 AM","2021","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","UNPERMITTED","YES","RETAINING WALL OVERHEIGHT9' HIGH X 30' LONG. CONCERNS ABOUTUNPERMITTED WORK AND IMPACT ON 14309 SUNNYSIDE AVE NSAFETY AND SETBACK CONCERNS."
"008682-21CP","2911 2ND AVE","98121","7","2021 OCT 15 12:00:00 AM","2021","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT|WORK_WITHOUT_PERMIT","DEMOLISH|WITHOUT A PERMIT","YES","PERMIT 6862171-CN HAS BEEN GRANTED INCORRECTLY:(1) DEMOLITION COMPLETED ON SEPTEMBER 9TH, 2021 WITHOUT A PERMIT.(2) THE HOMEOWNER IS NOT AS DESCRIBED: GALLERY BELLTOWN HOMEOWNERS ASSOCIATION AND THE HOMEOWNER ON THE TITLE NEVER AUTHORIZE ALL PERSONAL"
"008718-21CP","8553 EVANSTON AVE N","98103","6","2021 OCT 15 12:00:00 AM","2021","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLISH","YES","PER CSB; CONSTRUCTION SITE NEEDS TESC - THEY JUST DEMOLISHED 2 HOUSES, SITE IT MOSTLY BARE SOIL AND NO TESC EROSION AND SEDMINET CONTROL MEASURES IN PLACE. THIS MORNING THEY LOADED AN EXCAVATOR ONTO A FLATBED AND LEFT MUD AND ROCKS ALL OVER THE ROAD."
"008733-21CP","7921 RENTON AVE S","98118","2","2021 OCT 18 12:00:00 AM","2021","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","BUILDING NEW ADDITION ONTO HOME WITHOUT A PERMIT"
"008739-21CP","213 NW 46TH ST","98107","6","2021 OCT 18 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","NO PERMITS FOR REMODEL WORK ON THE INTERIOR OF THE HOUSEHONEY BUCKET IN FRONT OF THE HOUSE NO PERMIT 213 NW 46TH ST SEATTLE WA 98107"
"008745-21CP","8814 30TH AVE NW","98117","6","2021 OCT 19 12:00:00 AM","2021","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","UNPERMITTED","YES","PER ONLINE; CONCENTRATING AND DISCHARGING STORMWATER AT TOP OF STEEP SLOPE VIA UNPERMITTED SUBSURFACE DRAINAGE SYSTEM.  LETTER AND SUPPORTING DOCUMENTS EMAILED AND MAILED TO BETTY RASMUSSEN."
"008752-21CP","5401 34TH AVE NW","98107","6","2021 OCT 19 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","CONTRACTORS SHOWED UP 10/19/2021 AND BEGAN WORK TO REPLACE ROOF OF THIS APARTMENT BUILDING. DID NOT SEE A PERMIT FOR CONSTRUCTION TRUCKS ON PUBLIC RIGHT OF WAY AND NO PERMIT FOUND ON SEATTLE.GOV PERMIT WEBSITE."
"008777-21CP","1542 30TH AVE S","98144","2","2021 OCT 19 12:00:00 AM","2021","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","PER ONLINE; BUILDING A DECK WITHOUT A PERMIT ON A SINGLE FAMILY HOUSE.  THE WORK WAS DONE ON SUNDAY, OCTOBER 17....LOTS OF BANGING ALL DAY LONG.  THE HOUSE WAS RECENTLY SOLD AND CLOSED A FEW WEEKS AGO.  I COULD NOT FIND A PERMIT FOR THIS CONSTRUCTION"
"008782-21CP","2911 2ND AVE","98121","7","2021 OCT 19 12:00:00 AM","2021","COMPLETED","NO ACCESS/UNABLE TO OBSERVE","REQUEST","WORK_WITHOUT_PERMIT","UNPERMITTED","YES","UNPERMITTED WORK. COUNSEL REQUIRES THE CITY TO INSPECT UNIT 515 OF GALLERY BELLTOWN PER COURT ORDER. THE BUILDING MANAGER IS AVAILABLE AFTER 9 A.M. MON-FRI AFTER 9 A.M. FOR INSPECTION."
"008803-21CP","5515 S BANGOR ST","98178","2","2021 OCT 19 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","PESTS|WORK_WITHOUT_PERMIT","ROACH|WITHOUT A PERMIT","YES","DEVELOPER IS NOT ONLYBUILDING WITHOUT PROPERPERMITS, BUT HE IS ENCROACHING ONFAS PROPERTY, BUILDING A PRIVATEDRIVEWAY AND PARKING LOT."
"008805-21CP","13821 GREENWOOD AVE N","98133","5","2021 OCT 20 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT|MOLD_MOISTURE|UNINHABITABLE","RELOCATION ASSISTANCE|MOLD|UNINHABITABLE","YES","WE HAVE BEEN DEALINGWITH RAW SEWAGE FOR2+ YEARS.  NOW THERE'S MOLD, A RECENT INSPECTIONCONFIRMED THE MOLDAND THE PLACE ISUNINHABITABLE.  NOOFFER OF REPAIR ORRELOCATION ASSISTANCE."
"008820-21CP","916 32ND AVE S","98144","3","2021 OCT 20 12:00:00 AM","2021","UNDER INVESTIGATION","","REQUEST","WORK_WITHOUT_PERMIT","WORKING WITHOUT PERMIT","YES","WORKING WITHOUT PERMITS"
"008833-21CP","11502 CORLISS AVE N","98133","5","2021 OCT 18 12:00:00 AM","2021","CLOSED","","REQUEST","PESTS","ROACH","YES","PER CSB: LARGE ROCKS ON PLANTING STRIP -  ADDRESS CONSTRUCTION CONCERNS"
"008884-21CP","12210 12TH AVE NW","98177","5","2021 OCT 22 12:00:00 AM","2021","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","UNPERMITTED","YES","THE DEVELOPERS OF THIS PROPERTY, WINFIELD HOMES, PLACED 2 UNPERMITTED DUMPSTERS IN FRONT OF MY PROPERTY ON 1205 NW 122ND ST. THEY DID NOT NOTIFY US OF THIS AS REQUIRED IN THE SEATTLE PERMITTING RULES FOR DUMPSTERS AND CONTAINERS."
"008960-21CP","4710 S ORCAS ST","98118","2","2021 OCT 25 12:00:00 AM","2021","CLOSED","","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","THE EAST BASEMENT FOUNDATION WALL IS FAILING AND SHOWS MULTIPLE CRACKS WHEN FIRST LISTED FOR SALE IN JUNE,  PICTURES ATTACHED. PROPERTY WAS TAKEN OFF THE MARKET AND HAS SINCE BEEN PUT BACK ON THE MARKET IN OCTOBER. THERE ARE NO PERMITS LISTED FOR ANY"
"008968-21CP","611 E PINE ST","98122","3","2021 OCT 25 12:00:00 AM","2021","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","SUBSTANTIAL ALTERATION AND CHANGE OF USE WORK BEING DONE WITHOUT A PERMIT"
"009056-21CP","10726 AURORA AVE N","98133","5","2021 OCT 27 12:00:00 AM","2021","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","HAZARD HAS BEEN REMOVED; BUT NOT AS DIRECTED BY SDCI. THE DEMOLITION HAS EXCEEDED WHAT WAS AUTHORIZED UNDER PARTIAL DECONSTRUCTION PERMIT 6857049-DM"
"009082-21CP","3800 40TH AVE NE","98105","4","2021 OCT 26 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","EXCAVATION BY NEIGHBOR IS DESTROYINGTHE ROOTS OF A LARGECEDAR TREE.  NO PERMITS ISSUED."
"009096-21CP","349 15TH AVE","98122","3","2021 OCT 28 12:00:00 AM","2021","UNDER INVESTIGATION","","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","OWNER FAILED TO OBTAIN A PERMIT FOR SECOND KITCHEN. HTTPS://CHERRYSPRINGPROPERTIES.COM/349-HOUSE/ STATES ""THERE ARE 6 BEDROOMS PLUS A SLEEPING NOOK, 3 FULL BATHROOMS, 2 KITCHENS, A FULL DINING ROOM, 2 LIVING ROOMS, AND A RECREATION ROOM."" PLANS SUBMI"
"009102-21CP","8747 PHINNEY AVE N","98103","5","2021 OCT 28 12:00:00 AM","2021","COMPLETED","","REQUEST","PESTS|UTILITIES_CUT","ROACH|NO WATER","YES","THE NEIGHBORS TO OUR SOUTH DON'T HAVE ROOF GUTTERS OR DRAINAGE. ALL WATER FROM THEIR NORTH ROOF SLOPE RUNS IN TO OUR PROPERTY. THE REMAINING GUTTER ATTACHMENTS ARE FAILING AND HAVE BECOME A HAZARD TO OUR EXIT DRIVEWAY. ALSO, THEIR YARD DEBRIS AND VIN"
"009116-21CP","6316 21ST AVE SW","98106","1","2021 OCT 29 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","UNPERMITTED","YES","UNPERMITTED DECK PROJECT BY UNLICENSED CONTRACTOR WITH NO BUSINESS LICENSE OR INSURANCE. MATERIALS WERE PURCHASED ILLEGALLY BY ORDERING OFF A LICENSED BUSINESS ACCOUNT WITHOUT THEIR PERMISSION."
"009117-21CP","3127 SW GENESEE ST","98126","1","2021 OCT 29 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","CONSTRUCTION VIOLATIONS FOR THE SUBJECT PROPERTY. THERE IS NO PERMIT FOR CONSTRUCTION."
"009135-21CP","9850 62ND AVE S","98118","2","2021 OCT 31 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","HOME RECENTLY SOLD TO LLC. SIGNIFICANT INTERIOR DEMOLITION HAS BEGUN. THERE IS A DUMPSTER IN THE FRONT YARD"
"009194-21CP","7322 18TH AVE SW","98106","1","2021 NOV 02 12:00:00 AM","2021","COMPLETED","NO VIOLATION","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","COMPLETE REMODEL NO PERMITS THEY HAVE RE-DONE ALL THE ELECTRIC & PLUMBING HERE"
"009198-21CP","6547 24TH AVE NW","98117","6","2021 NOV 02 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLISH","YES","1. SAFETY HAZARD! NO CONSTRUCTION SITE FENCE AROUND SITE. THE EXISTING HOUSE IS BEING DEMOLISHED AND A PORTION OF THE ROOF FELL OFF, CLOSE TO THE PUBLIC SIDEWALK. 2. SAFETY HAZARD: WORKERS AROUND DEMO SITE ARE NOT WEARING HELMETS. 3. SAFETY HAZARD & "
"009207-21CP","5554 27TH AVE NE","98105","4","2021 NOV 02 12:00:00 AM","2021","COMPLETED","NO ACCESS/UNABLE TO OBSERVE","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","REPORT NEIGHBOR BUILDING LARGE STRUCTURE IN BACK YARD NO PERMIT - LOOKS TO BE OVER HEIGHT LIMITS"
"009210-21CP","2327 2ND AVE","98121","7","2021 NOV 02 12:00:00 AM","2021","COMPLETED","NO ACCESS/UNABLE TO OBSERVE","REQUEST","WORK_WITHOUT_PERMIT","CONSTRUCTION WITHOUT PERMIT","YES","DOING CONSTRUCTION WITHOUT PERMIT"
"009234-21CP","2400 ELLIOTT AVE","98121","7","2021 NOV 03 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","MOLD_MOISTURE","WATER DAMAGE","YES","THERE IS A LOT  WORK HAPPENING ON MY APT BUILDING COURTYARD AND  ON THE LOWER FLOOR WALLS AROUND THE COURTYARD.   IT LOOKS LIKE THERE IS A LOT OF ROTTED WOOD AND I DON'T KNOW IF IT IS BEING REPLACED OR JUST BEING COVERED UP.  I AM CONCERNED THE WORK "
"009253-21CP","10338 AURORA AVE N","98133","5","2021 OCT 27 12:00:00 AM","2021","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","UNPERMITTED","YES","10338 AURORA AVE NDEADBOLTS ADDED TOPANIC ASSEMBLY DOORSAND DOOR OPENINGS REFRAMEDAND/OR MOVED W/OUT PERMITS.DOOR INSTALLERS WANT TO CLARIFYTHEY DID NOT DO THE UNPERMITTEDOR UNSAFE WORK."
"009289-21CP","1524 5TH AVE W","98119","7","2021 NOV 04 12:00:00 AM","2021","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","HOUSE WAS LEFT WIDE OPEN BEFORE DEMOLITION. EXTERIOR DOORS AND WINDOWS HAVE BEEN REMOVED. INTERIOR DOORS HAVE BEEN SLAMMING FROM THE WIND FOR THREE DAYS NOW. VERY LOUD AND ANNOYING. ESPECIALLY WHEN YOU HAVE A YOUNG BABY!"
"009303-21CP","421 BELMONT AVE E","98102","3","2021 NOV 04 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","DEMOLITION OF BUILDINGDID NOT GO AS PLANNED.PART OF THE ROOF ISHANGING DANGEROUSLY OVERA BUILDING NEXT DOOR,WHERE PEOPLE LIVE."
"009330-21CP","8609 55TH AVE S","98118","2","2021 NOV 05 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","PER ONLINE; FOR THE PAST YEAR, A HOME HAS BEEN IN THE PROCESS OF EXTENSIVE REMODELING, INCLUDING THE INSTALLATION OF ELECTRICAL BOTH INSIDE AND OUTSIDE THE HOME WITH NO PERMITS. THE ELECTRICAL WORK CONSISTS OF EXTERIOR BURIED ELECTRICAL FROM THE HOUS"
"009435-21CP","4403 S SPENCER ST","98118","2","2021 NOV 09 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","REMODELING WITHOUT A PERMIT"
"009476-21CP","4715 36TH AVE NE","98105","4","2021 NOV 10 12:00:00 AM","2021","COMPLETED","","REQUEST","WORK_WITHOUT_PERMIT","UNPERMITTED","YES","NON-PERMITTED BASEMENT RENOVATION CREATING TWO BEDROOMS WITHOUT SUFFICIENT FIRE SAFETY EGRESS. UNPERMITTED BATHROOM AND KITCHEN.PHOTOS FROM 2017 REAL ESTATE SALE AND 2021 CURRENT MARKET LISTING SHOW THE IMPROVEMENTS IN THE BASEMENT. SF CURRENTLY LIST"
"009481-21CP","7531 S TAFT ST","98178","2","2021 NOV 10 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","REMODEL WITHOUT A PERMIT"
"009488-21CP","1123 18TH AVE","98122","3","2021 NOV 11 12:00:00 AM","2021","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","6788879-CNTHIS IS A TAKE DOWN OF 2 EXISTING HOMES AND BUILD OF TOWNHOMES. DURING THE INTITAL TAKEDOWN PROCESS ONE OF THE TOWN HOMES ( 1129 A 18TH AVE 98122) WAS DAMAGED. NO ATTEMPT TO FIX EXISTING DAMEGE HAS BEEN MADE. THE FE3CE SEPERATING THE LOTS B"
"009490-21CP","2209 11TH AVE W","98119","7","2021 NOV 11 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","NO PERMIT","YES","PROPERTY OWNER IS BUILDING A NON-CONFORMING ADDITION TO EXISTING BUILDING.THE EXISTING BUILDING IS NON-CONFORMING AS THE SIDE SETBACK IS APPROXIMATELY 4 FEET. THE LAND USE CODE FOR THIS LOT IS A 5 FT SIDE SETBACK. OWNER IS CURRENTLY BUIDLING ON TOP O"
"009497-21CP","4007 SW FRONTENAC ST","98136","1","2021 NOV 11 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLISH","YES","THEY SEEM TO BE DEMOLISHED SOME STRUCTURE ON THE SLOPE ABOVE ME. I AM CONCERNED THAT RAT ABATEMENT AND CONSTRUCTION ON SENSITIVE SLOPES RULES ARE BEING FOLLOWED SINCE I CANNOT FIND A PERMIT IN YOUR SYSTEM"
"009501-21CP","4326 NE 42ND ST","98105","4","2021 NOV 12 12:00:00 AM","2021","COMPLETED","","REQUEST","UNINHABITABLE","HAZARDOUS CONDITION","YES","OUR NEIGHBOR HAS BEEN EXCAVATING HIS FRONT AND BACK YARDS FOR A WHILE. RECENTLY, HE HAS EXCAVATED ON THE NW PORTION OF THE PROPERTY ADJACENT TO OURS AND HAS INFRINGED ON OUR SIDE OF THE PROPERTY AS WELL--CREATING A RATHER UNSAFE AND HAZARDOUS CONDITI"
"009508-21CP","7517 14TH AVE SW","98106","1","2021 NOV 12 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","DISPLACEMENT_CONSTRUCT","DEMOLITION","YES","BUILDING ON THIS LOT HAS STARTED, THE SITE PLAN SHOWS A MINIMUM FRONT YARD OF 18.50' AND SHOWS THAT IS THE AVERAGE OF THE ADAJCENT PROPERTIES.HOWEVER NOW THAT THEY HAVE STARTED BUILDING UP TO POUR CONCRETE THE FRONT YARD IS SIGNIFICANTLY SHORTER THAN"
"009511-21CP","4830 36TH AVE NE","98105","4","2021 NOV 12 12:00:00 AM","2021","COMPLETED","COMPLETED","REQUEST","WORK_WITHOUT_PERMIT","WITHOUT A PERMIT","YES","INTERIOR STRUCTURAL CONSTRUCTION WITHOUT A PERMIT."
