RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations
001611-21CP,Complaint,Request,LandLord/Tenant,"If there wasn't a checklist atmove-in, can the landlordwithhold my deposit?",2021 Mar 02 12:00:00 AM,,,Closed,1114 2ND AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001611-21CP,47.62946514,-122.35251894,"(47.62946514, -122.35251894)",3,2021,1,,,,True,True,,7,True,False,False,False,False,False,False
001764-21CP,Complaint,Request,LandLord/Tenant,TRAO holding up permit #6816945-CN,2021 Mar 08 12:00:00 AM,,,Closed,2226 ELLIOTT AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001764-21CP,47.61205825,-122.34739949,"(47.61205825, -122.34739949)",3,2021,1,,,,True,True,,7,True,False,False,False,False,True,False
001774-21CP,Complaint,Request,LandLord/Tenant,TRAO holding up permit #6808675-CN,2021 Mar 08 12:00:00 AM,,,Completed,318 NICKERSON ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001774-21CP,47.64656454,-122.35024588,"(47.64656454, -122.35024588)",3,2021,1,,,,True,True,,7,True,False,False,False,False,True,False
001838-21CP,Complaint,Request,LandLord/Tenant,Roof leak repaired however;interior damage has not beenrepaired.  Owner has noplan of action.  What aremy rights?,2021 Mar 09 12:00:00 AM,,,Closed,133 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001838-21CP,47.61963233,-122.35701029,"(47.61963233, -122.35701029)",3,2021,1,,,,True,True,,7,True,False,False,False,True,False,False
002000-21CP,Complaint,Request,LandLord/Tenant,TRAO holding up permit #6827901-CN,2021 Mar 16 12:00:00 AM,,,Closed,3222 28TH AVE W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002000-21CP,47.64944809,-122.39256331,"(47.64944809, -122.39256331)",3,2021,1,,,,True,True,,7,True,False,False,False,False,True,False
002086-21CP,Complaint,Request,LandLord/Tenant,"NO HEAT (Per E. Duran, heat restored and verified by tenant on 03.19.2021). PILOT LIGHT ISAN ONGOING PROBLEM ANDFLOOR TILES IN DISREPAIR DESPITE PM& MAINTENANCE AWARENESS.RIGHTS GUIDANCE NEEDED.",2021 Mar 19 12:00:00 AM,,,Completed,607 EASTLAKE AVE E,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002086-21CP,47.62463304,-122.32954503,"(47.62463304, -122.32954503)",3,2021,1,,,,True,True,,7,True,False,False,False,True,False,False
002174-21CP,Complaint,Request,LandLord/Tenant,TRAO help. Please use customer email if possible per bad cell reception.,2021 Mar 23 12:00:00 AM,,,Completed,1528 MAGNOLIA WAY W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002174-21CP,47.63325899,-122.38992249,"(47.63325899, -122.38992249)",3,2021,1,,,,True,True,,7,True,False,False,False,False,True,False
002217-21CP,Complaint,Request,LandLord/Tenant,"tenant rights, I filled out application fee on 2/8/21 decided I did not want to rent unit once I seen the unit I was told I did not give mgmt enough time and now they are holding my deposit I need help.",2021 Mar 24 12:00:00 AM,,,Completed,75 VINE ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002217-21CP,47.61428572,-122.35057188,"(47.61428572, -122.35057188)",3,2021,1,,,,True,True,,7,True,False,False,False,False,False,True
002305-21CP,Complaint,Request,LandLord/Tenant,Rights guidance,2021 Mar 25 12:00:00 AM,,,Completed,335 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002305-21CP,47.62654949,-122.36228685,"(47.62654949, -122.36228685)",3,2021,1,,,,True,True,,7,True,False,False,False,False,False,False
002313-21CP,Complaint,Request,LandLord/Tenant,FIRE; WHAT IS PROCESSFOR TENANT?,2021 Mar 25 12:00:00 AM,,,Completed,3201 21ST AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002313-21CP,47.64866487,-122.38360065,"(47.64866487, -122.38360065)",3,2021,1,,,,True,True,,7,True,False,False,False,False,False,False
002388-21CP,Complaint,Request,LandLord/Tenant,Questions about noise and breaking lease,2021 Mar 30 12:00:00 AM,,,Completed,2721 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002388-21CP,47.6180128,-122.34895426,"(47.6180128, -122.34895426)",3,2021,1,,,,True,True,,7,True,False,False,False,False,False,False
002422-21CP,Complaint,Request,LandLord/Tenant,Since 2015 I have had impeccable rental history. In November 2020 I lost my job and have had trouble paying rent. I have not been able to make a full payment since December. I communicated this to Pacific Crest Real Estate and have put what little money I have towards rent. I have received payment plan offers but I am not comfortable agreeing to something considering the unpredictability of my finances. I let Pacific Crest Real Estate know multiple times that I am aware of,2021 Apr 01 12:00:00 AM,,,Completed,617 5TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002422-21CP,47.625079,-122.36350707,"(47.625079, -122.36350707)",4,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
002423-21CP,Complaint,Request,LandLord/Tenant,maintenance is entering my unit without notice,2021 Apr 01 12:00:00 AM,,,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002423-21CP,47.60892711,-122.32897271,"(47.60892711, -122.32897271)",4,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
002455-21CP,Complaint,Request,LandLord/Tenant,There is visible mold and rust in my apartment.  Management is not taking theissue seriously.  I want repairs done or I want outof the 6-month lease.,2021 Apr 02 12:00:00 AM,,,Completed,523 PINE ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002455-21CP,47.61182745,-122.33562517,"(47.61182745, -122.33562517)",4,2021,2,,,,True,True,,7,True,False,False,False,True,False,False
002458-21CP,Complaint,Request,LandLord/Tenant,RECEIVED TEXT ANDLETTER STATING06/01/21 DEADLINENOTICE TO VACATEPER SON/DAUGHTERMOVING IN,2021 Apr 02 12:00:00 AM,,,Completed,910 W RAYE ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002458-21CP,47.64334494,-122.36945193,"(47.64334494, -122.36945193)",4,2021,2,,,,True,True,,7,True,False,False,False,False,False,True
002459-21CP,Complaint,Request,LandLord/Tenant,Rights guidance,2021 Apr 01 12:00:00 AM,,,Completed,620 5TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002459-21CP,47.6252624,-122.36291826,"(47.6252624, -122.36291826)",4,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
002510-21CP,Complaint,Request,LandLord/Tenant,MOLD IN STORAGE ROOMTHAT HAS BEEN OPENED.LANDLORD IS IN AND OUTWITH ASSOCIATES WITHOUTNOTICE.,2021 Apr 05 12:00:00 AM,,,Closed,2516 NOB HILL AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002510-21CP,47.64204412,-122.35037823,"(47.64204412, -122.35037823)",4,2021,2,,,,True,True,,7,True,False,False,False,True,False,False
002534-21CP,Complaint,Request,LandLord/Tenant,Rent increase; possible TRAO help; eviction moratorium,2021 Apr 06 12:00:00 AM,,,Closed,3445 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002534-21CP,47.65171287,-122.37515934,"(47.65171287, -122.37515934)",4,2021,2,,,,True,True,,7,True,False,False,False,False,True,True
1051974-CT,Citation,Case,LandLord/Tenant,RENTAG,2020 Dec 23 12:00:00 AM,,,Completed,3627 22ND AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051974-CT,47.65297903,-122.38501955,"(47.65297903, -122.38501955)",12,2020,4,,,,True,True,,7,False,False,True,False,False,False,False
002594-21CP,Complaint,Request,LandLord/Tenant,"I received a 60-day evictionnotice in Jan. 2021, duringthe moratorium. What aremy rights?",2021 Apr 08 12:00:00 AM,,,Closed,323 W GARFIELD ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002594-21CP,47.63336661,-122.36214172,"(47.63336661, -122.36214172)",4,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
002661-21CP,Complaint,Request,LandLord/Tenant,tenant rights - landlord chg'd $5000 in damages,2021 Apr 12 12:00:00 AM,,,Completed,823 MADISON ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002661-21CP,47.60815729,-122.32746175,"(47.60815729, -122.32746175)",4,2021,2,,,,True,True,,7,True,False,False,False,False,False,True
002791-21CP,Complaint,Request,LandLord/Tenant,POTA - tenant rights HOUSING complaint - mold issue,2021 Apr 16 12:00:00 AM,2021 Apr 28 12:00:00 AM,Completed,Completed,621 W EMERSON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002791-21CP,47.65088196,-122.36593582,"(47.65088196, -122.36593582)",4,2021,2,4,2021,2,False,False,12,7,True,False,False,False,True,True,True
003101-21CP,Complaint,Request,LandLord/Tenant,PEST INFESTATIONUNANSWERED REQUESTSFOR REPAIRS.WAS TOLD BLDG BEING DEMO'D.WOKE UP TO LANDLORD USINGBULLDOZER ON PROPERTY.,2021 Apr 27 12:00:00 AM,,,Closed,1608 AURORA AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003101-21CP,47.63386204,-122.34321746,"(47.63386204, -122.34321746)",4,2021,2,,,,True,True,,7,True,False,False,False,True,False,False
1052091-VI,Notice of Violation,Case,LandLord/Tenant,"JCEO SMC 22.206.160.C.1 and C.1.e failure to state Just Cause, PAOTHR 22.206.180.K, no SDCI reference",2021 Apr 29 12:00:00 AM,,,Completed,323 W GARFIELD ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1052091-VI,47.63336661,-122.36214172,"(47.63336661, -122.36214172)",4,2021,2,,,,True,True,,7,False,True,False,False,False,False,True
003181-21CP,Complaint,Request,LandLord/Tenant,Per Online; Attempting to evict me for inability to pay during covid 19 after staying over 14 days (been here 30 actual days so far),2021 Apr 30 12:00:00 AM,,,Completed,206 WESTERN AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003181-21CP,47.62023769,-122.35952094,"(47.62023769, -122.35952094)",4,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
003240-21CP,Complaint,Request,LandLord/Tenant,My security deposithas not been refunded.I moved out 3/31/21.,2021 May 03 12:00:00 AM,,,Closed,1016 W EMERSON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003240-21CP,47.65372645,-122.37127556,"(47.65372645, -122.37127556)",5,2021,2,,,,True,True,,7,True,False,False,False,False,False,True
003322-21CP,Complaint,Request,LandLord/Tenant,"LOCKOUT BETWEEN TENANTS,GUIDANCE REQUEST BYLANDLORD.",2021 May 06 12:00:00 AM,,,Closed,3618 11TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003322-21CP,47.65321666,-122.37130064,"(47.65321666, -122.37130064)",5,2021,2,,,,True,True,,7,True,False,False,False,False,True,False
003328-21CP,Complaint,Request,LandLord/Tenant,NOTICE GUIDANCE FOR TENANT BY FAMILY WITH POA,2021 May 03 12:00:00 AM,,,Closed,361 CROCKETT ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003328-21CP,47.63726015,-122.35019814,"(47.63726015, -122.35019814)",5,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
003336-21CP,Complaint,Request,LandLord/Tenant,vacate/termination notice,2021 Apr 28 12:00:00 AM,,,Closed,3445 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003336-21CP,47.65171287,-122.37515934,"(47.65171287, -122.37515934)",4,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
003352-21CP,Complaint,Request,LandLord/Tenant,10 DAY NOTICE TO VACATEPER TERMINATED FROMAPT'S EMPLOYMENT,2021 May 07 12:00:00 AM,,,Closed,111 YALE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003352-21CP,47.61896207,-122.33079472,"(47.61896207, -122.33079472)",5,2021,2,,,,True,True,,7,True,False,False,False,False,False,True
003389-21CP,Complaint,Request,LandLord/Tenant,"I moved out 3/19/21,my deposit has notbeen refunded.",2021 May 10 12:00:00 AM,,,Closed,2202 8TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003389-21CP,47.61789385,-122.339443,"(47.61789385, -122.339443)",5,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
003393-21CP,Complaint,Request,LandLord/Tenant,Management has notrefunded my deposit.,2021 May 06 12:00:00 AM,,,Closed,2228 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003393-21CP,47.63956027,-122.37462616,"(47.63956027, -122.37462616)",5,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
003463-21CP,Complaint,Request,LandLord/Tenant,I haven't been able topay my rent for past2 months. I'm beingpressured for money I don't have. Whatare my rights duringthe moratorium?,2021 May 11 12:00:00 AM,,,Completed,3023 20TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003463-21CP,47.64740125,-122.38242637,"(47.64740125, -122.38242637)",5,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
003531-21CP,Complaint,Request,LandLord/Tenant,"On 5/14/2021 the building management, allied residential, attempted to enter my unit and every unit on the 2nd floor without providing any notice of entry.",2021 May 14 12:00:00 AM,,,Closed,111 YALE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003531-21CP,47.61896207,-122.33079472,"(47.61896207, -122.33079472)",5,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
003675-21CP,Complaint,Request,LandLord/Tenant,received 10 day notice to comply or vacate,2021 May 18 12:00:00 AM,,,Completed,1209 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003675-21CP,47.63013785,-122.34143998,"(47.63013785, -122.34143998)",5,2021,2,,,,True,True,,7,True,False,False,False,False,False,True
003766-21CP,Complaint,Request,LandLord/Tenant,SHORT NOTICEGUIDANCE (ENDOF MAY),2021 May 20 12:00:00 AM,,,Closed,805 W BLAINE ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003766-21CP,47.63455984,-122.36811027,"(47.63455984, -122.36811027)",5,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
003817-21CP,Complaint,Request,LandLord/Tenant,There is a door leading to the sixth floor terrace (northern facing) leading to the pet relief/pet wash area that has had the safety mechanism responsible for ensuring the door closes softly removed by management. Per the leasing office they intentionally removed it because residents were complaining that it was letting in a draft. None of the other doors on resident amenity's floors close in this manner. The problem with removing it is now the door slams shut unexpectedly and,2021 May 24 12:00:00 AM,,,Completed,1823 MINOR AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003817-21CP,47.61712078,-122.33152395,"(47.61712078, -122.33152395)",5,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
003841-21CP,Complaint,Request,LandLord/Tenant,"Major repairs are needed in my unit,management has not worked out a plan for relocation, while repairs are completed. They want to start working while I'm still living here. They will notmove me to another unit while repairs are done.  I havebeen more thanaccommodating, butstill nothing.  After 7 yrs, they want meout. What are myrights?",2021 May 24 12:00:00 AM,,,Completed,2400 ELLIOTT AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003841-21CP,47.61322345,-122.3498548,"(47.61322345, -122.3498548)",5,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
004022-21CP,Complaint,Request,LandLord/Tenant,Unreasonable noise; construction not disclosed upon move in - asked and was told it would not affect me; loss of space/use of unit due to construction impact. Safety concerns. Duration of 7 months; landlord unresponsive to complaint and suggested resolution.,2021 May 30 12:00:00 AM,,,Under Investigation,17 W MERCER ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004022-21CP,47.62437644,-122.3576569,"(47.62437644, -122.3576569)",5,2021,2,,,,True,True,,7,True,False,False,False,False,False,False
